fit,user_id,bust_size,item_id,weight,rating,rented_for,review_text,body_type,review_summary,category,height,size,age,review_date,sent_score,cluster,fit_type,body_type_encoded,fit_type_encoded
small,907296,34b,2248191,135.0,8.0,work,"The inside of this jacket almost reminds me of a sweatshirt like material...this is super soft and comfortable.  It's not as crisp, stiff or dressy as I thought, and maybe a little bit raggy, but overall I felt it dressed up my jeans and was easy to throw on over a dress for work.  Biggest complaint - I though the 6 would be way too big on me.  It was perfect other than the length...so short!!",straight & narrow,Comfy and easy way to dress up a casual outfit,jacket,70.0,12,34.0,2016-04-23,1.0,2,large,6,1
fit,622046,34b,146684,120.0,10.0,formal affair,This dress fit exactly as it says it does.  It was exactly what I was looking for.  I would wear it again in a heartbeat.,petite,Everything was perfect!,gown,65.0,4,34.0,2013-12-11,3.0,2,large,5,1
fit,877255,34c,2273951,135.0,10.0,party,"Was unable to wear as the garment was received damaged; however, I tried on anyway. I am tall, but have a shorter torso and long legs and this would have been the perfect fit. Top part was a little big, but I am smaller chested - could have made it work. This can be dressed up or down and is a great color!",athletic,Super cute - can dress up or down!,romper,70.0,8,33.0,2016-05-26,5.0,2,large,1,1
fit,661521,34b,2829293,130.0,10.0,wedding,"Great item, will definitely rent again in the future! Fits true to size.",apple,So comfortable and chic! Absolutely loved it!,jumpsuit,69.0,24,31.0,2015-07-22,7.0,1,small,0,2
fit,113822,34d,258206,140.0,8.0,wedding,"This dress is really pretty and super interesting. The cut flatters your shoulders & arms. I didn't end up wearing it though - it hit me right at the knees and the skirt was very full - highlighting my hips which I didn't love. I kept going back & forth, but ultimately returned the dress without using it. ",hourglass,Didn't end up wearing it.,dress,65.0,14,33.0,2016-08-05,0.0,2,large,3,1
fit,402054,34d,2565135,135.0,8.0,party, At first I was a little unsure about the jumper when it arrived. I order a 4 and it was a little tight on my chest and waist. I could of really used the 6 however it wasn't available for my back up size. The only thing I wasn't a huge fan of was  the front it bagged out a little by the lower stomach. But I just kept pulling it down or used the pockets when I felt unsure of the look. I paired the outfit a skinny belt and a fancy necklace. Received a lot of compliments all night! ,hourglass,Felt sexy!,suit,62.0,8,32.0,2014-06-22,3.0,0,fit,3,0
fit,116257,32b,382883,103.0,10.0,work,The dress is really pretty and I received so many compliments for it! I am a petite girls and it fir me perfectly. I really wanted to buy it! I will definitely rent it again1,petite,It is the best dress I have rented so far!,dress,60.0,1,31.0,2016-04-28,3.0,1,small,5,2
fit,589968,36b,301873,180.0,10.0,other,"The paneling truly is a work of art.  Reminds me of a Monet piece, waterlillies in particular.  Wore to work and got many many compliments.  The panel is placed in such a way that it accentuates the waist beautifully and brings the eye in to the smallest part of your waist.  ",hourglass,Work of Art,sheath,67.0,24,30.0,2015-04-20,0.0,2,large,3,1
fit,38014,36c,1925838,130.0,10.0,formal affair,"Fit well, even though I don't typically like sleeveless. This was my second choice and I like it, but I was disappointed I didn't get my first choice. ",hourglass,I got a compliment from some of the people working the event! ,dress,68.0,16,31.0,2017-08-16,2.0,2,large,3,1
large,863473,34b,123793,138.0,8.0,formal affair,"Limited range of arm motion but excellent comfortable dress. Stretchy material makes it an easy wear and comfortable all night long. The dress was the perfect length for heels, sparkled all night long, and made me stand out all night! ",athletic,This was a stand out dress! I was complimented throughout the evening! recommend this dress!!,gown,66.0,4,28.0,2013-11-07,4.0,1,small,1,2
large,772559,32b,1746190,120.0,10.0,wedding,Runs a little large,athletic,Beautiful dress! SO much fun to dance in! Tons of compliments,dress,63.0,8,35.0,2017-12-01,9.0,1,small,1,2
fit,111815,32d,2746761,130.0,8.0,everyday,"A nice temporary complement to my all black wardrobe. The fabric is a little itchy around the neck, but my skin is kinda sensitive so it could just be me. It is the perfect weight for these cool spring nights. ",hourglass,"Easy, stylish jacket",coat,64.0,8,35.0,2016-03-29,1.0,2,large,3,1
fit,695268,32b,1746190,116.0,8.0,wedding,"This dress is so unique and vibrantly colored. I ordered in sizes 2 & 0. The only downside to my  experience was that the size 0 came without the liner, had a rip in the mesh in a very noticeable place, and was strangely too large on me compared to the 2. (The 0 was larger in the arm openings and length, as well as the waist hitting lower... Maybe it was mismarked?) Thankfully the 2 fit like a 2 should and was in great condition. It was very comfortable to wear and I got more compliments than I could count, which is saying a lot at a wedding of 25 people. I agree with the stylist notes: keep shoes and accessories simple with this fabulous dress. I wish I owned it and would probably rent again. This was my first RTR experience and the return process couldn't have been more simple. ",pear,Perfect for a spring wedding!,dress,65.0,4,30.0,2016-06-02,3.0,2,large,4,1
small,350207,36d,2899540,170.0,8.0,everyday,"Love the shirt. The print is very pretty, but I am a 36D chest, and it was tight. It wasn't uncomfortably tight or anything, and I still wore it, and got compliments. I loved the sleeves. ",athletic,"Cute shirt, but tight in the chest",blouse,72.0,20,22.0,2017-11-10,2.0,2,large,1,1
fit,240454,34c,2771965,130.0,10.0,vacation,"Loved this romper! Wore it out a couple nights while on vacation, it was too good to only wear once! I am 5'4'' and it was the just right length on me, otherwise may have been a big too short. Runs true to size.",athletic,Easy Outfit!,romper,64.0,14,31.0,2016-08-01,1.0,2,large,1,1
large,126304,34d,730008,125.0,10.0,wedding,"I had my eye on this dress for a long time, and this May outdoor wedding was the perfect occasion.  The color is beautiful, and the unique fabric looks great in person. It was comfortable and light, and I got compliments all night. I usually wear size 2-4, but the 2 was not available. The 4 fit great (and gave me more room for free wedding food/drinks!), but I think a 2 would have been the perfect size for this one.
Wore it with a simple Kendra Scott necklace and black heels, then changed to boots for the reception. Definitely one of my RTR favorites!",hourglass,"I had my eye on this dress for a long time, and it did not disappoint!",dress,64.0,8,30.0,2015-05-10,-2.0,2,large,3,1
large,452273,34d,2900163,145.0,10.0,other,"I gained some weight lately (normally I'm a small/medium, but right now I'm a medium/large) and have been trying to hide it while I work it back off and felt like I needed a large. This is definitely a shirt that is great for hiding your bad areas! I easily could have worn a medium instead of a large, but because of the ruffles and general loose cut of the shirt I'm sure the different between the two isn't a big difference. ",hourglass,Cute and Fun,blouse,68.0,20,26.0,2017-03-19,6.0,2,large,3,1
fit,152357,34b,859889,135.0,10.0,party,"Cannot say enough wonderful things about this dress. It fit beautifully and the fabric had enough stretch that I could still sit, dance, and move around comfortably. Looked fantastic and got compliments all evening! Also--I have a small chest and was able to wear the dress without a bra--a win all around!",athletic,My favorite RTR ever!,dress,67.0,8,26.0,2017-04-24,2.0,2,large,1,1
small,34055,38c,1880626,140.0,8.0,formal affair,"The dress that I originally picked came back damaged, and I decided on this one as a replacement.  Unfortunately, this dress was very tight around my ribcage/breasts I did not wear it as it would not zip up.  If you're larger up top, size up.",athletic,"Beautiful dress, didn't fit :(",sheath,64.0,16,49.0,2015-10-26,4.0,2,large,1,1
fit,127505,32d,831463,118.0,10.0,party,"Beautiful color, lots of compliments. I went up a size but shouldn't have. Runs true to size. ",full bust,Classy ,dress,67.0,14,37.0,2017-06-25,3.0,0,fit,2,0
small,378910,32d,2417674,122.0,4.0,party,"The jumpsuit is fun and elegant! I'm a size 6, but due to other reviews, I order the size 8. It fit perfect, but the reason I give it 2 stars is that it arrived damaged and I could not wear it.",hourglass,Fun Jumpsuit!,jumpsuit,62.0,16,40.0,2016-02-25,4.0,2,large,3,1
large,669288,32b,1158451,115.0,10.0,work,"I love red dresses and this is a great one for work.  It was loose, which is great for everyday.  ",petite,Comfortable and um the color! ,dress,63.0,1,32.0,2017-11-08,2.0,2,large,5,1
small,357034,36d,515827,156.0,8.0,work,"I loved this dress on the site and wanted it for work. After reading the reviews, I made sure to rent a size bigger than my normal 10. Well, unfortunately the 12 was still way too tight around the bust and shoulders (I have broader shoulders due to kickboxing). So I think a size 14 would be perfect for me but they don't make it. So size up accordingly and busty/curvy ladies, beware! PS My husband loved it on me so at least it was flattering to the beholder. ",full bust,Really cute dress but SO tight,dress,64.0,24,40.0,2017-12-17,2.0,2,large,2,1
large,693936,34b,2954118,140.0,8.0,party,"This great jacket was a crucial part of a ""Raining Men "" Halloween costume I put together. Fit is very slimming, length is perfect,  and the material feels well made. Normally I would have ordered a small in this jacket but there  wasnt one available, I took my chances and ordered the xs, which was snug around the shoulders but still worked.  I live in San Diego, a place that doesn't experience a lot of rain or else I would totally buy this piece to add to my wardrobe. Great classic coat! ",athletic,Perfect Piece to pull an Outfit together.,trench,66.0,4,34.0,2016-11-02,3.0,2,large,1,1
fit,539721,32c,466944,135.0,10.0,formal affair,"Easy elegance in this dress.  Super comfortable and flattering to a curvy athletic figure.   Got many unsolicited compliments all night!  I am 5'5"" and the regular length was perfect with 4 "" heels.  Ordered it the day before my event and it was delivered right on time .   Wish I could keep it.",athletic,Classic sophistication and eye catching ,gown,66.0,12,51.0,2014-10-19,0.0,2,large,1,1
fit,971878,34b,2429745,120.0,10.0,everyday,It's a very soft comfortable outfit.  You can wear it with flats for every day or dress it up with cute heels.  One of my favorite brands and would look good on any body type.  ,petite,Complete outfit ,romper,65.0,4,32.0,2016-05-12,0.0,2,large,5,1
fit,719874,34b,137585,130.0,10.0,party,"My friends planned an amazingly memorable bachelorette party for me in Chicago. They are fabulous!  With them all in white, this silver Slate & Willow stunning made me the center of attention.  The dress runs true to size, and if you're like me, you can enjoy the exposed back without a bra cutting across the geometric structure.  This dress is a lot darker than it appears in photos.  It's more of a dark silver/gray.  Still, it was absolutely stunning and surprisingly comfortable. ",straight & narrow,Sexy in Silver for my Bachelorette Party!,sheath,66.0,4,33.0,2014-02-03,3.0,0,fit,6,0
small,702894,34b,1695878,150.0,10.0,other,I usually wear an 8 but the arms were snug so I ordered the 10 and it fit great!,athletic,Wore for engagement photos with cowboy boots that came out great!,dress,66.0,20,27.0,2016-11-22,3.0,2,large,1,1
fit,804286,32dd,1346952,145.0,8.0,date,"The material was surprising. It wasn't as soft as i had thought, but I didn't mind it. I wore this for a date, but didn't feel like it was special enough to wear again. The stripes are extremely flattering. ",hourglass,Cute and flattering,dress,65.0,12,28.0,2017-06-25,2.0,2,large,3,1
fit,184119,34d,174086,130.0,8.0,date,"I wore this for Valentine's day. It was very pretty, in a fun color and flattering. It fit nicely and I wore it with a regular bra and no SPANX. Not my favorite thing ever, but a nice option. The lace looks very nice.",petite,Valentine's Dress!,dress,62.0,12,30.0,2014-06-30,0.0,2,large,5,1
small,726303,36c,126335,190.0,6.0,formal affair,"Overall, I loved this dress and I thought it flattered me very well.  But there were a couple of small things that made the dress a strange fit.  
1. The bust area is extremely loose.  It is simply two flaps that cross over each other so if you're not a full D cup (I'm a size 12-14 and am a 36 C) the flaps will sag open and you will show your undergarments.  I had to safety pin the front in two places so that it would stay close and unfortunately was self-conscious about it throughout the night (especially while dancing).
2. Because of the way the dress is designed, the hem is uneven if the bust is not filled out.  If the front starts to sag (which it did for me) it causes the whole dress to shift longer in the front and pulls up the back.  Being 5'10, I specifically rented a dress that was long on some shorter girls.  However, because the dress kept shifting to the front, I had to continually pull the dress down in the back because it kept riding up and getting shorter and shorter.
3. The material is surprisingly clingy and if you are fuller on bottom, it shows every line.  I would recommend a body shaper that allows a smooth line all the way from the waist to the thigh area (a leotard shape that just sucks in your tummy will cause a significant panty line).

The dress is stunning and flattering to curvy figures.  It just needs some adjustments to make it the perfect fit.",hourglass,A glitzy showstopper that made me stand out at my senior sorority formal.,dress,70.0,28,26.0,2013-10-17,0.0,2,large,3,1
large,819373,28b,1834911,130.0,8.0,other,"My first time renting and everything went well! I saw that many of the reviews said that the dress ran big and to order down, and I'm glad I listened. Normally wearing a Medium, I ordered Med & Small and the Small fit much better. The dress is on the shorter side but wasn't a problem for me (at 5'1"" it hit me a couple inches above the knee) but I could see it being an issue if I was taller. The back is the best part! It's a little peek-a-boo without being too much AND since the cut out is higher on the back, a bra can easily be worn. I wore a strapless but after the fact I realized I could have worn a regular bra and it would have been fine... oh well! Overall a great dress, a bright fun color, and comfortable to wear in the heat! No negatives - you get exactly what you see in the photos. ",hourglass,Perfect rental for floral/tropical theme bridal shower.,shift,61.0,8,29.0,2017-09-01,3.0,2,large,3,1
fit,349878,34d,139086,180.0,10.0,formal affair,"Wow! Simply put, I loved this dress and felt amazing in it.  My husband asked me several times what it would cost to keep it and I got tons of compliments from friends and strangers alike. The fabric is gorgeous and although it does seem heavy on the hanger, it drapes and moves beautifully.  I got the 12 L and it was long enough for me to wear 3 inch heels for an effect similar to the model photo - the back of the train swept the floor and my shoes peeked out just a bit in the front.  This dress is fully lined which helps give a smooth profile, but I found that a body shaper underneath helped me feel more comfortable with a post-baby belly! I would 100% rent this dress again.",full bust,A++,gown,71.0,25,39.0,2013-02-11,0.0,2,large,2,1
fit,105522,32b,2781713,120.0,8.0,party,I really hoped this would fit but I have a long torso for my height and found it was too short in that respect. I have had problems with other jumpers for the same reason so I was not entirely surprised. I probably could have made it work except since it was strapless it was being pulled down and wouldn't stay up. I wouldn't recommend this for anyone who has a slightly longer than average torso and/or small bust that won't hold up the jumper at the top. ,pear,Very cute but didn't wear due to sizing. ,jumpsuit,65.0,1,30.0,2017-09-05,2.0,2,large,4,1
large,73816,34b,1571446,115.0,8.0,everyday,"I read the previous reviews and ordered a size down from my usual 2. The 0 fit great allover! It's a pretty short dress, so keep that in mind. Amazing color is really flattering. ",hourglass,Runs large so order a size down,dress,64.0,1,31.0,2017-03-03,0.0,2,large,3,1
small,115901,32c,1499974,125.0,10.0,wedding,"Great dress!  Runs a little small, could of used the 4 ",straight & narrow,Great,dress,67.0,4,36.0,2017-10-24,3.0,2,large,6,1
fit,365810,36d,123373,165.0,8.0,formal affair,"The fit of this gown was spot on. I am usually a size 12-10. Depending on the brand. I ordered a 10L with a 12L as back up. The size 10 fit like a glove. As you can see, the 10L was actually a little short. The 12L was EVEN SHORTER, ;like 4 inches shorter (bizarre). I'm not all that tall. About 5'7"" in bare feet. My heels brought me up to about 5'11"" and the 10L still didn't graze the ground (the 12L was UNWEARABLY short! Seriously, I almost wish I'd gotten the XL). 

I was very happy with how this dress hugged my curves. I have a very true hourglass figure, with just a bit of a tummy. This draping on this dress concealed EVERYTHING! I'm not kidding! It also helped with my ""less than perfect"" arms. 

This dress has a good amount of stretch. The only thing I wasn't crazy about was the amount of layers. The pictures don't really showcase that the bottom has three layers: one stops right at your bum (so be careful if you are bottom heavy -- it will cut into you), the second helps show less leg behind the slit, and the top lies as you would expect. 

Overall, I would recommend this dress. It was very comfortable and it didn't feel too heavy. I am big busted (36DD-36DDD) and I was able to wear a Spanx singlet and a normal bra. 

Overall, I would definitely re-rent this dress for a different occasion. I would especially recommend this dress for any event that is taking place in a ballroom or a hotel (which are notoriously COLD). I was comfortable throughout the event, while many of my friends complained of being cold. ",hourglass,Black tie beauty!,gown,67.0,21,36.0,2014-08-03,3.0,2,large,3,1
fit,788046,34c,1389014,125.0,10.0,work,"Amazing dress. Tons of compliments. Fits beautifully.  It's short and slightly flaired so if showing legs isn't your thing then don't rent.  That said, it looks great with knee high boots and/or tights.  Perfect fall dress but also worked in cold winter weather. ",athletic,LOVED!,dress,65.0,12,32.0,2016-12-28,3.0,1,small,1,2
fit,191953,34b,625911,115.0,10.0,wedding,The dress fit perfect! The length was great and it did show a little cleavage but not too much that I couldn't wear a regular bra. Got tons of compliments! ,hourglass,Loved the fit and especially the pockets!,dress,66.0,1,28.0,2017-10-23,4.0,2,large,3,1
fit,80137,34b,708549,125.0,10.0,party,Wore to a rehearsal dinner. Used a backless bra. Comfortable and chic.,straight & narrow,Stylish and comfortable.,shift,71.0,8,34.0,2017-06-07,2.0,2,large,6,1
small,878269,34b,131533,180.0,10.0,formal affair,"It's a bit smaller than I expected, so I wore the backup size. Except that, the dress is gorgeous, great color and really comfortable. ",apple,Got a lot compliments for this dress!,gown,67.0,29,28.0,2016-01-24,2.0,1,small,0,2
large,917736,34b,763288,125.0,8.0,wedding,The dress was true to size but a little fitted around the hip area. I went with the one size smaller because it accentuated the waistline better. The fabric is gorgeous and the color is striking in person. A must have for a wedding or similar event! #fabulous #weddingflorals ,straight & narrow,I received so many compliments and the dress is gorgeous! Stunning yet elegantly simple. Loved it. ,dress,67.0,4,32.0,2014-07-14,11.0,1,small,6,2
fit,533065,38d+,134015,180.0,10.0,wedding,I am 7 1/2 months pregnant and I was not a small petite girl to begin with. This dress made room for my breast (which are much larger now thanks to the baby) and my baby bump! It fit perfectly!! The only think I would've done differently is get it longer (on account of my baby bump making my dress look a bit short) .   ,full bust,Plenty of room for large chested women super comfortable... ,gown,64.0,28,33.0,2013-10-21,5.0,2,large,2,1
large,7186,36c,883661,170.0,10.0,wedding,"Loved the fabric, it was a great material and the perfect red! I usually wear a 6 sometimes an 8 and i wore the 2. It was a little small around my arms but fit my waist and bust perfectly. The 4 was too big on my top half. ",athletic,Wore to a wedding,dress,64.0,4,26.0,2016-07-13,0.0,2,large,1,1
large,655154,34b,123793,138.0,10.0,wedding,"GORGEOUS dress! Super classy, with a touch of sexy. I didn’t end up wearing this dress - the photo is of me in the 4L, which was a little short in the front and which I had to wear spanx with and still showed a little too much tummy for me. The 6L which i don’t have a photo or me in was much better and I didn’t need the spanx. I ended up choosing the Navy Stanfield Gown, for the X factor/open back, but for a more conservative crowd I absolutely would have worn this. ",pear,Glam glam glam ,gown,66.0,9,29.0,2017-12-02,0.0,2,large,4,1
fit,318861,34c,131698,140.0,10.0,formal affair,"This dress fit perfect. It came the day before my event and tracking was easy and transparent. The dress was a deep red, made of a nice, heavy material. The dress was much more complex then the simple looking dress in the website pictures. It looks very expensive and special in real life. The scrunching was beautiful and very flattering. The strapless top felt secure and I really only pulled it up out of habit. Would recommend for any formal event. ",athletic,Not just a simple dress. ,gown,67.0,9,29.0,2014-11-17,0.0,2,large,1,1
large,901840,32d,1080396,130.0,2.0,everyday,It was way too big and had an odd fit. ,hourglass,nothing,dress,67.0,4,34.0,2017-10-20,0.0,2,large,3,1
fit,960357,34c,145906,120.0,10.0,formal affair,"Fit great for me.  Not too much room in the chest area, size up if you are bigger then a C.  The boning in the mid section is really great and kept the dress in place all night.  The only issue i had was the zipper, since there is so much pleating on the bodice the zipper is hard to get past the waist.  Had to have my husband hold fabric in place while i gently pulled.  Length was long for me, hem tape is a nightmare since this has a Aline shape to it, getting an even hem proved rather difficult.  All in all it was gorgeous and fit beautifully.",hourglass,This dress was AMAZING classic and stunning.  The shade of red is simply gorgeous!,gown,63.0,12,32.0,2014-02-12,8.0,1,small,3,2
small,720118,34b,2608150,120.0,6.0,formal affair,"I normally wear a 4, but this was tight.  The torso was just built smaller and it gapped where it shouldn't  ",straight & narrow,Torso runs small,jumpsuit,65.0,4,38.0,2017-04-20,0.0,2,large,6,1
fit,61928,34c,1384766,135.0,10.0,party,"This dress runs very tight in the waist.  Also, I have an average chest size & my bottom half is why I wear a size 6, so the top was too big for me. The darts were sticking out a bit near the armpits, but it wasn't overly noticeable.  ",pear,I rented this dress for a black & white party.  Dress was stunning and earned compliments all night!,sheath,64.0,12,34.0,2016-09-20,6.0,1,small,4,2
fit,204563,36d+,154002,130.0,8.0,formal affair,"The dress was fantastic.  Both sizes fit great - I went up a size just because I had been sick and my chest and back hurt - but I could have worn either one.  They were both quite long on me.  I read the reviews that stated it would be ok with heels, but I had on 3 in heels, and both were still to long, but nothing that just picking up the hem couldn't fix.  I loved the dress!
",full bust,the dress was fantastic - great fit with the event and made me feel great ,gown,66.0,29,43.0,2015-02-09,11.0,2,large,2,1
fit,369514,34a,1776178,136.0,10.0,date,"So easy to wear, so flattering, and subtler but unique.",pear,Sexy yet tasteful,dress,65.0,12,34.0,2016-06-29,3.0,0,fit,4,0
fit,666709,32c,1977540,145.0,8.0,wedding,"Loved it! The dress was very comfortable minus that it is a little tight around the waist (but the entire dress was too big with the next size up). I was able to wear a normal bra and it had a full skirt. I felt the top was a little big (my bust is small) but it wasn't noticeable to anyone besides me. It also tended to show a bit of cleavage when sitting down. I also felt the length was good. Overall, a win!",pear,Perfect for a wine country wedding!,dress,63.0,12,37.0,2017-10-25,3.0,2,large,4,1
fit,147653,32c,617766,112.0,8.0,party,"I wore this dress to my own birthday dinner. I thought it was a very fun dress. In fact, I said it was my modern 80's dress.  The skirt is very flouncy, and the white material is definitely a heavy brocade. It wasn't exactly what I was expecting, but I thought it was different in a good way. The bodice fits well and is very flattering, but do be aware that the skirt is very fitted where the black and white fabrics meet. I thought it would have more give there than it did, so just be aware that it will fit tightly.
Overall, I enjoyed it, and I felt good on my birthday!",petite,Fun and classy dress!,dress,64.0,1,32.0,2014-03-10,7.0,0,fit,5,0
fit,876766,32c,137585,130.0,10.0,party,Love this dress! I chose to wear this to a friend's 1920's themed birthday party. I felt a little sexy with the gorgeous open back and the glam came from the material and sparkle. A must to rent for NYE or black tie event.  ,hourglass,Glamorous and subtly sexy ,sheath,67.0,4,35.0,2014-12-07,6.0,0,fit,3,0
fit,833675,34c,763288,130.0,10.0,work,"The dress looks red in the photos but is really a bright, beautiful salmon/coral pink in person.  The cut is very flattering and looks great on camera.  I highly recommend this dress!",athletic,Fabulous color and flattering fit!,dress,69.0,4,34.0,2016-02-26,5.0,2,large,1,1
fit,585892,34b,2915685,115.0,8.0,work,"Somehow the color was different from my expectation, but loved it. It is more smoky salmon pink rather than baby pink.  ",straight & narrow,Salmon pink sweater,sweater,63.0,8,47.0,2017-01-31,0.0,2,large,6,1
fit,500850,34d,124204,130.0,10.0,party,"Wore this w/ red patent pumps to match the red flashes in the sequins.  The party theme was New Orleans, so I thought, Perfect!  I was way overdressed for the crowd, but my husband I had a ball.  Got so many compliments the whole night!",hourglass,amazing dress!!!!,dress,63.0,8,53.0,2011-12-28,4.0,1,small,3,2
small,707988,34c,2658329,130.0,8.0,everyday,Rented this for everyday wear.  Great leather bomber.  Beautiful rust red color,hourglass,Cuteness!,bomber,64.0,14,39.0,2016-11-25,0.0,2,large,3,1
fit,989698,34b,1213427,155.0,10.0,formal affair,"The dress fit perfectly - the material does stretch so it hugs your curves and is comfortable. I expected to need to wear a long since I am 5'11'', but the regular was the perfect length with flats (so it does run long). I received a lot of compliments and never wanted to take it off!",pear,I wore this dress to a Marine Corps ball - it made me feel beautiful and elegant the whole night!,gown,71.0,8,23.0,2015-11-19,5.0,1,small,4,2
fit,132953,34b,2273798,130.0,10.0,work,"Absolutely love this jacket -- with dark jeans and a nice t shirt, it's equally perfect for a casual work environment or drinks with friends. ",hourglass,"Special, high quality jacket",jacket,68.0,20,30.0,2016-06-15,2.0,2,large,3,1
fit,262072,34b,1247578,145.0,4.0,wedding,"I so wanted to love this dress. The neckline is fantastic and I like the pattern on top. However, the pattern accentuated my belly fat and made it stand out! No thanks. I did not wear this out to the wedding as planned. Also my husband didn't like the dress, he didn't understand the mixed patterns, haha. Thick fabric hid imperfections (except tummy) and my butt looked awesome in it. I've been looking at other dresses by this designer, hoping to find one that's better.",hourglass,Brought attention to my belly! No bueno,sheath,64.0,14,29.0,2017-01-20,-1.0,2,large,3,1
small,933025,32d,144714,130.0,8.0,formal affair,While it fit there were simply too many pleats and I felt swallowed up by the fabric. The leg slit was not visible while walking. ,hourglass,Too much fabric,gown,65.0,2,24.0,2017-03-20,0.0,2,large,3,1
small,952086,36d+,555308,130.0,10.0,other,"Seriously though, I forgot to take a picture, but I've got 34DDD boobs, a tiny waist, and some thighs and the dress is tight but tight in the right places. If you like yourself, you will like this dress. I know I looked good. Sorry that I don't have photographic evidence!",hourglass,"If you like your body, you will like this dress",dress,65.0,20,29.0,2017-01-16,4.0,2,large,3,1
fit,297053,32d,1009546,122.0,10.0,formal affair,Fit like a dream. A little tight in the chest but all my clothes usually are. This hit right at the knee. I got so many compliments on the color and on the little bow! ,straight & narrow,I went to an awards ceremony/gala at the Rainbow Room in NYC,dress,64.0,4,26.0,2017-06-09,3.0,2,large,6,1
large,349187,34c,1822358,131.0,8.0,everyday,Got a 4- fits but a TAD big...had to belt it. ,athletic,Cute for daytime dress,dress,63.0,8,28.0,2017-10-31,2.0,2,large,1,1
fit,84146,34c,284665,130.0,6.0,wedding,I loved the lace detail over the fitted bodice. The sleeves added the perfect modesty yet still sexy for a more conservative crowd. I got compliments all night. The dress fit true to size. The only con was you definitely need help with the buttons in the back and I was very cautious putting the sleeves on because they are very delicate. But this dress was a winner!!!! ,petite,Perfect for a winter wedding,sheath,61.0,8,32.0,2014-12-09,3.0,2,large,5,1
fit,472391,34c,2214689,130.0,10.0,everyday,"A twist on the cold shoulder! The fabric on this is amazing and soft; I love the way it feels on my skin! It has amazing flow and moves with your body, and also has a sheen that makes it look a little less casual. The shirt does run true to size and I love the way that it fits! ",athletic,Stylist Review,top,66.0,14,25.0,2017-08-21,0.0,2,large,1,1
fit,408945,34b,356619,130.0,10.0,other,"I'm a boudoir and contemporary glamour portrait photographer--I included a dress from RTR for my clients so they'll have something glamorous to wear for one of their outfits. This dress was a lot of fun for this client--she loved the hemline, with the black lace over the nude underlay--so classy! She's a size 4/6 and we found the 6 fit her perfectly, so I'd say it's true to size. http://shannonhemauerphotography.com/",straight & narrow,Loved the Hemline!,dress,68.0,12,42.0,2017-02-13,3.0,1,small,6,2
small,79878,32d,1176605,135.0,8.0,wedding,"RTR sent me this dress because the one I ordered wasn't available, but I ended up really liking it!  I think it definitely runs a bit small/tight in the hips, but I wore Spanx to smooth things out and it was fine.  
I did not wear a bra, but you could definitely wear a sticky bra or maybe a strapless.  It was actually a bit loose in the top for me, so if you are small-chested I would recommend wearing a sticky bra to fill it out a bit more (I just forgot mine). 
I wore about 3-inch heels and it was JUST long enough - so if you are tall or like wearing high heels I'd recommend a long. The material is pretty stretchy, so it was comfortable and easy to dance in. 
I got a lot of compliments so I would say it was a success!",pear,Tons of compliments!,gown,67.0,12,29.0,2015-10-08,2.0,1,small,4,2
fit,659771,34c,963476,130.0,8.0,formal affair,everyone loved the dress! My favorite part was the back. Great fit.,athletic,Glamorous and Fun.,sheath,67.0,16,25.0,2014-05-13,7.0,2,large,1,1
fit,776484,36c,1085150,130.0,10.0,work,"The material on this dress was thicker than I had anticipated when I ordered it, however, it was surprisingly cool to wear to work during the summer.  The fit was great and it was a great quality.  I received many compliments.",full bust,Great Fit and Fabric,dress,63.0,12,40.0,2017-06-26,4.0,2,large,2,1
small,395621,36d+,1220393,130.0,8.0,wedding,"The color of the dress is a little more orange than red. I love the back of the dress. The front was a little tight on the bust so I wore one size up. The dress is very comfortable. I am 5 ""1"" and I wore the regular, the small train on the dress was stepped on a few times. ",full bust,I loved this dress and I would rent it again! ,gown,61.0,16,33.0,2015-06-30,3.0,1,small,2,2
fit,796073,34c,136110,155.0,8.0,wedding,"Wore this to a wedding that took place outside in a national park. Was just dressy and causal enough that I did not feel over or under dressed. It kept me warm enough, but also was breathable enough to do some dancing! It was perfect for the occasion and comfortable to wear. ",athletic,Perfect for a Casual Wedding,dress,69.0,4,36.0,2015-01-05,3.0,2,large,1,1
fit,134802,32c,727157,115.0,10.0,work,This dress fits true to size and I absolutely loved it. I wore it to work and then to dinner afterwards. I got so many compliments. The color is beautiful and it is a very unique dress that I would rent again. ,straight & narrow,Great dress!,dress,68.0,1,40.0,2016-12-21,3.0,2,large,6,1
fit,15127,36d,1063576,130.0,10.0,party,"This dress was amazingly comfortable, and fit the ""theme"" of the event we went to.  The material was thick and and pattern was gorgeous.  Got tons of compliments!",full bust,Great dress for a fun event!,sheath,66.0,14,33.0,2016-03-17,7.0,2,large,2,1
fit,432251,34b,416213,130.0,10.0,formal affair,"This dress was super unique and fit great, I got compliments all night long. I rented 6R and 4R, ended up wearing the 4. I am 5'4'' and 130 lbs. I was worried this dress would be too long but it actually was the perfect length. Grazed the floor with 2in heals on. The material was thick enough so I didn't need to wear a bra, I am a 34B for reference. However, there is no built in support. Overall I would highly recommend this dress! ",petite,Highly Recommend!! ,gown,64.0,8,27.0,2015-11-28,2.0,2,large,5,1
